race,vehicle_number,lap,zone_id,classification,x_meters,y_meters
R2,88,17,6,Conservative,535530.6475773109,3710300.603224922
R2,88,17,7,Conservative,535177.7674111783,3710130.9764199536
R2,88,17,8,Aggressive,535098.0181347736,3710047.788632687
R2,88,17,9,Optimal,534893.7695055635,3710108.3732168837
R2,88,17,10,Conservative,534940.6828363377,3710260.3798363386
R2,88,17,11,Conservative,535062.0702971225,3710192.3042180864
R2,88,18,1,Conservative,535462.358382513,3710569.34354947
R2,88,18,2,Conservative,535487.8641742055,3710760.608013929
R2,88,18,3,Conservative,535265.824223975,3710266.640268772
R2,88,18,4,Conservative,535653.4255928027,3710623.3399659265
R2,88,18,5,Optimal,535779.4942359851,3710630.151716375
R2,88,18,6,Conservative,535530.6506980364,3710299.7573496583
R2,88,18,7,Conservative,535179.8880339703,3710132.2529950435
R2,88,18,8,Aggressive,535098.7281012383,3710047.368276904
R2,88,18,9,Optimal,534893.0549558941,3710110.0623998535
R2,88,18,10,Conservative,534940.6797674715,3710261.2257113117
R2,88,18,11,Conservative,535060.6519283555,3710192.7219976126
R2,88,19,1,Conservative,535463.779829347,3710568.0799536277
R2,88,19,2,Conservative,535487.8688503943,3710759.3392002136
R2,88,19,3,Conservative,535265.824223975,3710266.640268772
R2,88,19,4,Conservative,535649.8774136682,3710625.018604049
R2,88,19,5,Optimal,535779.4863786394,3710632.266405808
R2,88,19,6,Conservative,535531.3637861536,3710298.491150348
R2,88,19,7,Conservative,535171.411717425,3710125.4549477277
R2,88,19,8,Aggressive,535098.73118376,3710046.52240213
R2,88,19,9,Optimal,534894.4779261859,3710108.3757835026
R2,88,19,10,Conservative,534941.3912458066,3710260.3824065
R2,88,19,11,Conservative,535062.7848707086,3710190.615047261
R2,88,20,1,Conservative,535463.0605394208,3710571.0379093303
R2,88,20,2,Conservative,535487.1542424981,3710761.028341165
R2,88,20,3,Conservative,535265.8149316824,3710269.1778941154
R2,88,20,4,Conservative,535649.8899398482,3710621.6351012117
R2,88,20,5,Optimal,535780.2026187725,3710630.15434847
R2,88,20,6,Conservative,535530.6553791236,3710298.4885367663
R2,88,20,7,Conservative,535172.8270119408,3710125.8830593326
R2,88,20,8,Optimal,535100.1449517073,3710047.37344027
R2,88,20,9,Optimal,534894.4733292132,3710109.6445956547
R2,88,20,10,Conservative,534939.2660173986,3710260.37469617
R2,88,20,11,Conservative,535062.0733765778,3710191.4583431487
R2,88,21,1,Conservative,535462.3552674978,3710570.189425036
R2,88,21,2,Conservative,535487.1526837992,3710761.451279072
R2,88,21,3,Conservative,535267.2410423919,3710266.6454569884
R2,88,21,4,Conservative,535651.3020090105,3710622.9091599374
R2,88,21,5,Optimal,535779.4942359851,3710630.151716375
R2,88,21,6,Conservative,535529.2354444653,3710299.329185016
R2,88,21,7,Conservative,535185.5352997459,3710137.771884899
R2,88,21,8,Aggressive,535098.0181347736,3710047.788632687
R2,88,21,9,Optimal,534892.3419387019,3710111.32864549
R2,88,21,10,Conservative,534938.5560735906,3710260.7950636516
R2,88,21,11,Conservative,535061.3618825711,3710192.3016390884
R2,88,22,1,Conservative,535463.0652120376,3710569.7690959796
R2,88,22,2,Conservative,535485.7390551817,3710760.6001820765
R2,88,22,3,Conservative,535266.5326331839,3710266.642862855
R2,88,22,4,Conservative,535652.0025629202,3710625.0264718737
R2,88,22,5,Optimal,535778.7811388854,3710631.417897992
R2,88,22,6,Conservative,535528.5317183048,3710298.057758699
R2,88,22,7,Conservative,535171.4070839421,3710126.7237600805
R2,88,22,8,Optimal,535100.1372450893,3710049.488127211
R2,88,22,9,Optimal,534893.761844097,3710110.4879038027
R2,88,22,10,Conservative,534939.9728924661,3710260.800203715
R2,88,22,11,Conservative,535060.6519283555,3710192.7219976126
R2,88,23,1,Conservative,535462.3614975276,3710568.4976739045
R2,88,23,2,Conservative,535487.8672916648,3710759.7621381185
R2,88,23,3,Conservative,535265.824223975,3710266.640268772
R2,88,23,4,Conservative,535649.1831222561,3710621.2095408565
R2,88,23,5,Optimal,535779.4958074539,3710629.7287784894
R2,88,23,6,Conservative,535529.9485324259,3710298.0629856056
R2,88,23,7,Conservative,535189.0743023874,3710138.6307008304
R2,88,23,8,Optimal,535100.8518355883,3710047.7989594196
R2,88,23,9,Optimal,534893.0549558941,3710110.0623998535
R2,88,23,10,Conservative,534939.9790300729,3710259.108453772
R2,88,23,11,Conservative,535060.658087017,3710191.0302477386
R2,88,24,1,Conservative,535462.3568250055,3710569.766487252
R2,88,24,2,Conservative,535487.1620359906,3710758.9136516387
R2,88,24,3,Conservative,535266.5326331839,3710266.642862855
R2,88,24,4,Conservative,535649.8899398482,3710621.6351012117
R2,88,24,5,Optimal,535780.9172876817,3710628.4652290735
R2,88,24,6,Conservative,535530.652258399,3710299.334412026
R2,88,24,7,Conservative,535184.833061466,3710136.0775470133
R2,88,24,8,Aggressive,535098.7296424992,3710046.9453395163
R2,88,24,9,Optimal,534893.7649086841,3710109.6420290354
R2,88,24,10,Conservative,534939.2690861396,3710259.5288212
R2,88,24,11,Conservative,535062.7833309502,3710191.0379847283
R2,88,25,1,Conservative,535462.3599400204,3710568.9206116865
R2,88,25,2,Conservative,535485.7437310906,3710759.331368362
R2,88,25,3,Conservative,535266.5310844377,3710267.06580041
R2,88,25,4,Conservative,535649.8946371631,3710620.366287652
R2,88,25,5,Optimal,535779.4958074539,3710629.7287784894
R2,88,25,6,Conservative,535530.6584998475,3710297.642661506
R2,88,25,7,Conservative,535171.4148064128,3710124.6090728287
R2,88,25,8,Optimal,535098.7296424992,3710046.9453395163
R2,88,25,9,Conservative,534894.4763938618,3710108.7987208865
R2,88,25,10,Conservative,534942.8080647473,3710260.3875469808
R2,88,25,11,Conservative,535060.6550076866,3710191.876122676
R2,88,26,1,Conservative,535462.3552674978,3710570.189425036
R2,88,26,2,Conservative,535486.4489868573,3710760.1798547367
R2,88,26,3,Conservative,535266.5326331839,3710266.642862855
R2,88,26,4,Conservative,535649.1831222561,3710621.2095408565
R2,88,26,5,Optimal,535781.619384347,3710630.1596128144
R2,88,26,6,Conservative,535529.946972095,3710298.4859232344
R2,88,26,7,Conservative,535169.2926364224,3710123.7554370896
R2,88,26,8,Aggressive,535099.4365264733,3710047.3708585617
R2,88,26,9,Optimal,534893.0518913689,3710110.9082746203
R2,88,26,10,Conservative,534939.9774956714,3710259.531391257
R2,88,26,11,Conservative,535061.3634222677,3710191.878701621
R2,88,27,1,Conservative,535461.6499954499,3710569.3409407944
R2,88,27,2,Conservative,535485.7452897265,3710758.9084304576
R2,88,27,3,Conservative,535266.5326331839,3710266.642862855
R2,88,27,4,Conservative,535650.5936257717,3710622.90653733
R2,88,27,5,Optimal,535779.4958074539,3710629.7287784894
R2,88,27,6,Conservative,535529.2401253653,3710298.0603721263
R2,88,27,7,Conservative,535170.7048423532,3710125.0294232783
R2,88,27,8,Aggressive,535098.7296424992,3710046.9453395163
R2,88,27,9,Optimal,534891.6304538975,3710112.171953797
R2,88,27,10,Conservative,534941.3912458066,3710260.3824065
R2,88,27,11,Conservative,535060.6565473519,3710191.4531852067
R2,88,28,1,Conservative,535460.2316639115,3710569.7586613838
R2,88,28,2,Conservative,535485.0291235686,3710761.0205094684
R2,88,28,3,Conservative,535266.5310844377,3710267.06580041
R2,88,28,4,Conservative,535649.1831222561,3710621.2095408565
R2,88,28,5,Optimal,535780.2041902724,3710629.731410583
R2,88,28,6,Conservative,535529.946972095,3710298.4859232344
R2,88,28,7,Conservative,535170.7032978904,3710125.452360729
R2,88,28,8,Optimal,535098.7265599772,3710047.791214292
R2,88,28,9,Aggressive,534907.3015428013,3710088.543934695
R2,2,2,7,Conservative,535179.1873391223,3710130.1357201408
R2,2,2,8,Conservative,535104.4032106689,3710045.274244678
R2,2,2,9,Conservative,534888.8029008391,3710110.469938928
R2,2,2,10,Conservative,534939.9621516482,3710263.760766125
R2,2,2,11,Conservative,535062.7864104668,3710190.1921097925
R2,2,3,1,Conservative,535463.0698846531,3710568.5002826317
R2,2,3,2,Conservative,535487.1495664007,3710762.2971548843
R2,2,3,3,Conservative,535267.9463539844,3710267.4939262895
R2,2,3,4,Conservative,535649.1674648422,3710625.4389194013
R2,2,3,5,Conservative,535778.0743275988,3710630.9923281134
R2,2,3,6,Conservative,535530.6553791236,3710298.4885367663
R2,2,3,7,Conservative,535171.4132619189,3710125.032010277
R2,2,3,8,Optimal,535100.8518355883,3710047.7989594196
R2,2,3,9,Optimal,534893.772570149,3710107.5273421183
R2,2,3,10,Conservative,534939.2675517692,3710259.951758685
R2,2,3,11,Conservative,535062.7787116743,3710192.3067971347
R2,2,4,1,Conservative,535462.3630550345,3710568.074736123
R2,2,4,2,Conservative,535489.2840378059,3710759.767359614
R2,2,4,3,Conservative,535269.3647211491,3710267.0761772622
R2,2,4,4,Conservative,535649.1831222561,3710621.2095408565
R2,2,4,5,Optimal,535778.7889960741,3710629.303208562
R2,2,4,6,Conservative,535529.9422911012,3710299.7547361264
R2,2,4,7,Conservative,535180.5933632092,3710133.1014576345
R2,2,4,8,Optimal,535096.6059078709,3710046.5146574727
R2,2,4,9,Optimal,534893.7741024415,3710107.104404736
R2,2,4,10,Conservative,534938.5560735906,3710260.7950636516
R2,2,4,11,Conservative,535063.4840466446,3710193.1552511756
R2,2,5,1,Conservative,535462.3568250055,3710569.766487252
R2,2,5,2,Conservative,535487.1558011969,3710760.6054032594
R2,2,5,3,Conservative,535267.2394936146,3710267.0683945455
R2,2,5,4,Conservative,535650.5983231813,3710621.6377237663
R2,2,5,5,Conservative,535777.3738017511,3710628.8750067498
R2,2,5,6,Conservative,535530.652258399,3710299.334412026
R2,2,5,7,Conservative,535169.9995116497,3710124.1809614324
R2,2,5,8,Aggressive,535100.8487528791,3710048.6448341953
R2,2,5,9,Optimal,534893.7633763907,3710110.0649664197
R2,2,5,10,Conservative,534939.9636860512,3710263.3378286376
R2,2,5,11,Conservative,535063.4809670637,3710194.001126115
R2,2,6,1,Conservative,535463.7751566387,3710569.348766975
R2,2,6,2,Conservative,535487.8657329351,3710760.185076024
R2,2,6,3,Conservative,535267.2302009478,3710269.606019891
R2,2,6,4,Conservative,535650.5936257717,3710622.90653733
R2,2,6,5,Optimal,535779.502093327,3710628.0370269488
R2,2,6,6,Conservative,535529.9454117639,3710298.908860865
R2,2,6,7,Conservative,535170.706386816,3710124.60648583
R2,2,6,8,Aggressive,535100.1449517073,3710047.37344027
R2,2,6,9,Aggressive,534895.1970732907,3710105.4177884962
R2,2,6,10,Conservative,534939.2675517692,3710259.951758685
R2,2,6,11,Conservative,535060.659626682,3710190.607310272
R2,2,7,1,Conservative,535460.2332213257,3710569.3357236017
R2,2,7,2,Conservative,535483.6232874165,3710758.054723268
R2,2,7,3,Conservative,535267.2487862759,3710264.530769209
R2,2,7,4,Conservative,535650.5967573782,3710622.0606616214
R2,2,7,5,Optimal,535778.0868988485,3710627.6088250345
R2,2,7,6,Conservative,535529.2354444653,3710299.329185016
R2,2,7,7,Conservative,535169.9964227867,3710125.0268363315
R2,2,7,8,Optimal,535098.7296424992,3710046.9453395163
R2,2,7,9,Optimal,534893.772570149,3710107.5273421183
R2,2,7,10,Conservative,534938.5560735906,3710260.7950636516
R2,2,7,11,Conservative,535062.7710128778,3710194.421484485
R2,2,8,1,Conservative,535464.4851013032,3710568.9284380237
R2,2,8,2,Conservative,535487.1558011969,3710760.6054032594
R2,2,8,3,Conservative,535265.8335162619,3710264.1026434386
R2,2,8,4,Conservative,535653.4302905862,3710622.0711523625
R2,2,8,5,Conservative,535778.7811388854,3710631.417897992
R2,2,8,6,Conservative,535530.652258399,3710299.334412026
R2,2,8,7,Conservative,535169.9979672183,3710124.603898884
R2,2,8,8,Aggressive,535100.8502942338,3710048.2218968063
R2,2,8,9,Optimal,534893.0564881564,3710109.639462468
R2,2,8,10,Conservative,534938.5560735906,3710260.7950636516
R2,2,8,11,Conservative,535063.487126225,3710192.3093762365
R2,2,9,1,Conservative,535462.3552674978,3710570.189425036
R2,2,9,2,Conservative,535486.4505455247,3710759.756916832
R2,2,9,3,Conservative,535268.6625073284,3710265.3818327445
R2,2,9,4,Conservative,535649.8915056201,3710621.212163359
R2,2,9,5,Optimal,535779.4958074539,3710629.7287784894
R2,2,9,6,Conservative,535529.2370047654,3710298.9062473862
R2,2,9,7,Conservative,535170.7032978904,3710125.452360729
R2,2,9,8,Aggressive,535100.8487528791,3710048.6448341953
R2,2,9,9,Optimal,534893.0580204186,3710109.216525085
R2,2,9,10,Conservative,534938.5560735906,3710260.7950636516
R2,2,9,11,Conservative,535063.4855864348,3710192.732313706
R2,2,10,1,Conservative,535462.358382513,3710569.34354947
R2,2,10,2,Conservative,535485.7452897265,3710758.9084304576
R2,2,10,3,Conservative,535267.9463539844,3710267.4939262895
R2,2,10,4,Conservative,535652.0166557122,3710621.220031179
R2,2,10,5,Optimal,535778.7889960741,3710629.303208562
R2,2,10,6,Conservative,535529.9407307697,3710300.1776737585
R2,2,10,7,Conservative,535172.121681486,3710125.034597328
R2,2,10,8,Aggressive,535100.8487528791,3710048.6448341953
R2,2,10,9,Optimal,534893.7664409773,3710109.219091651
R2,2,10,10,Conservative,534939.2675517692,3710259.951758685
R2,2,10,11,Conservative,535063.4855864348,3710192.732313706
R2,2,11,1,Conservative,535462.358382513,3710569.34354947
R2,2,11,2,Conservative,535485.0275649629,3710761.443447375
R2,2,11,3,Conservative,535269.3724655005,3710264.961489479
R2,2,11,4,Conservative,535649.8946371631,3710620.366287652
R2,2,11,5,Optimal,535778.7889960741,3710629.303208562
R2,2,11,6,Conservative,535510.1786320031,3710280.22644785
R2,2,11,7,Conservative,535169.9995116497,3710124.1809614324
R2,2,11,8,Optimal,535098.0212172334,3710046.942757912
R2,2,11,9,Optimal,534893.7649086841,3710109.6420290354
R2,2,11,10,Conservative,534939.2614142855,3710261.6435086294
R2,2,11,11,Conservative,535062.7756321561,3710193.1526720747
R2,2,12,1,Conservative,535463.0683271148,3710568.9232204133
R2,2,12,2,Conservative,535485.7437310906,3710759.331368362
R2,2,12,3,Conservative,535267.2394936146,3710267.0683945455
R2,2,12,4,Conservative,535651.3051406792,3710622.063284228
R2,2,12,5,Optimal,535779.4973789223,3710629.305840603
R2,2,12,6,Conservative,535508.0565256431,3710279.37273674
R2,2,12,7,Conservative,535170.7048423532,3710125.0294232783
R2,2,12,8,Aggressive,535098.0181347736,3710047.788632687
R2,2,12,9,Optimal,534893.7633763907,3710110.0649664197
R2,2,12,10,Conservative,534939.2629486567,3710261.2205711426
R2,2,12,11,Conservative,535060.6473093575,3710193.9908100204
R2,2,13,1,Conservative,535462.3614975276,3710568.4976739045
R2,2,13,2,Conservative,535486.4505455247,3710759.756916832
R2,2,13,3,Conservative,535267.9463539844,3710267.4939262895
R2,2,13,4,Conservative,535651.3051406792,3710622.063284228
R2,2,13,5,Conservative,535778.7858531992,3710630.149084333
R2,2,13,6,Conservative,535529.9438514326,3710299.331798496
R2,2,13,7,Conservative,535169.9995116497,3710124.1809614324
R2,2,13,8,Aggressive,535099.4334438887,3710048.216733336
R2,2,13,9,Optimal,534894.47945851,3710107.9528461206
R2,2,13,10,Conservative,534939.9728924661,3710260.800203715
R2,2,13,11,Conservative,535064.9024154773,3710192.7374720657
R2,2,14,1,Conservative,535459.5232768803,3710569.756052865
R2,2,14,2,Conservative,535484.3238677419,3710760.172023197
R2,2,14,3,Conservative,535267.2379448372,3710267.491332102
R2,2,14,4,Conservative,535649.8883740763,3710622.058039066
R2,2,14,5,Conservative,535778.7905675113,3710628.880270676
R2,2,14,6,Conservative,535529.2354444653,3710299.329185016
R2,2,14,7,Conservative,535169.2864588209,3710125.4471868877
R2,2,14,8,Aggressive,535100.1372450893,3710049.488127211
R2,2,14,9,Optimal,534892.3480676278,3710109.636895954
R2,2,14,10,Conservative,534939.2614142855,3710261.6435086294
R2,2,14,11,Conservative,535061.3511046905,3710195.2622013767
R2,2,15,1,Conservative,535460.9400509429,3710569.761269955
R2,2,15,2,Conservative,535487.8688503943,3710759.3392002136
R2,2,15,3,Conservative,535267.9587444483,3710264.1104258406
R2,2,15,4,Conservative,535651.3051406792,3710622.063284228
R2,2,15,5,Conservative,535778.0821846311,3710628.8776386874
R2,2,15,6,Conservative,535529.946972095,3710298.4859232344
R2,2,15,7,Conservative,535171.4132619189,3710125.032010277
R2,2,15,8,Aggressive,535100.8502942338,3710048.2218968063
R2,2,15,9,Optimal,534892.3434709336,3710110.9057081053
R2,2,15,10,Conservative,534939.2675517692,3710259.951758685
R2,2,15,11,Conservative,535062.7787116743,3710192.3067971347
R2,2,16,1,Conservative,535461.6484379735,3710569.763878578
R2,2,16,2,Conservative,535487.8735265817,3710758.0703865
R2,2,16,3,Conservative,535269.3693677605,3710265.807364592
R2,2,16,4,Conservative,535649.1831222561,3710621.2095408565
R2,2,16,5,Conservative,535778.7795674473,3710631.840835877
R2,2,16,6,Conservative,535529.9438514326,3710299.331798496
R2,2,16,7,Conservative,535171.4148064128,3710124.6090728287
R2,2,16,8,Optimal,535098.7281012383,3710047.368276904
R2,2,16,9,Optimal,534896.6093177218,3710106.6917341384
R2,2,16,10,Conservative,534939.2706205101,3710259.1058837143
R2,2,16,11,Conservative,535060.6534680211,3710192.299060144
R2,2,17,1,Conservative,535463.0729997293,3710567.6544070668
R2,2,17,2,Conservative,535485.7499656335,3710757.6396167465
R2,2,17,3,Conservative,535267.2472374993,3710264.953706764
R2,2,17,4,Conservative,535652.015089847,3710621.6429690323
R2,2,17,5,Conservative,535778.7905675113,3710628.880270676
R2,2,17,6,Conservative,535529.241685665,3710297.637434497
R2,2,17,7,Conservative,535170.7110202031,3710123.3376734825
R2,2,17,8,Optimal,535099.4380677653,3710046.9479211727
R2,2,17,9,Optimal,534893.0534236316,3710110.4853372355
R2,2,17,10,Conservative,534939.974426868,3710260.377266228
R2,2,17,11,Conservative,535062.7756321561,3710193.1526720747
R2,2,18,1,Conservative,535462.3568250055,3710569.766487252
R2,2,18,2,Conservative,535487.8704091236,3710758.916262308
R2,2,18,3,Conservative,535263.7020935938,3710265.786611725
R2,2,18,4,Conservative,535650.601454787,3710620.791848059
R2,2,18,5,Conservative,535778.080613225,3710629.3005765723
R2,2,18,6,Conservative,535529.241685665,3710297.637434497
R2,2,18,7,Conservative,535172.1201369609,3710125.4575347793
R2,2,18,8,Optimal,535098.73118376,3710046.52240213
R2,2,18,9,Conservative,534895.1771526751,3710110.9159744787
R2,2,18,10,Conservative,534941.3927802705,3710259.959469015
R2,2,18,11,Conservative,535062.7725526374,3710193.9985470143
R2,2,19,1,Conservative,535463.0667695763,3710569.3461581967
R2,2,19,2,Conservative,535490.7054605103,3710758.5037676
R2,2,19,3,Conservative,535269.3600745364,3710268.3449899363
R2,2,19,4,Conservative,535652.0182215772,3710620.797093325
R2,2,19,5,Optimal,535779.4958074539,3710629.7287784894
R2,2,19,6,Conservative,535531.3606653668,3710299.33702561
R2,2,19,7,Conservative,535173.5385206197,3710125.039771586
R2,2,19,8,Aggressive,535100.1464930305,3710046.950502882
R2,2,19,9,Optimal,534895.1863468087,3710108.378350173
R2,2,19,10,Conservative,534939.2675517692,3710259.951758685
R2,2,19,11,Conservative,535063.4840466446,3710193.1552511756
R2,2,20,1,Conservative,535464.4928893043,3710566.8137491113
R2,2,20,2,Conservative,535489.2887141805,3710758.498545898
R2,2,20,3,Conservative,535265.8551982427,3710258.181517697
R2,2,20,4,Conservative,535651.3067065135,3710621.640346374
R2,2,20,5,Conservative,535777.3722303761,3710629.2979446338
R2,2,20,6,Conservative,535558.1395878498,3710337.500768733
R2,2,20,7,Conservative,535172.8301010533,3710125.037184431
R2,2,20,8,Aggressive,535099.4396090572,3710046.5249837865
R2,2,20,9,Conservative,534894.4733292132,3710109.6445956547
R2,2,20,10,Conservative,534939.9805644742,3710258.6855162866
R2,2,20,11,Conservative,535062.7771719153,3710192.7297346042
R2,2,21,1,Conservative,535463.0667695763,3710569.3461581967
R2,2,21,2,Conservative,535487.8766440392,3710757.2245106916
R2,2,21,3,Conservative,535268.6547631319,3710267.4965205276
R2,2,21,4,Conservative,535651.311404015,3710620.3715328127
R2,2,21,5,Conservative,535778.080613225,3710629.3005765723
R2,2,21,6,Conservative,535529.9516530874,3710297.217110346
R2,2,21,7,Conservative,535172.1247705356,3710124.188722429
R2,2,21,8,Aggressive,535099.4426916405,3710045.6791090127
R2,2,21,9,Optimal,534893.0672139884,3710106.678900788
R2,2,21,10,Conservative,534939.2736892503,3710258.2600087454
R2,2,21,11,Conservative,535061.3680413566,3710190.6098892153
R2,2,22,1,Conservative,535461.6484379735,3710569.763878578
R2,2,22,2,Conservative,535486.4583388593,3710757.642227311
R2,2,22,3,Conservative,535262.2868236139,3710265.3584864745
R2,2,22,4,Conservative,535652.0166557122,3710621.220031179
R2,2,22,5,Conservative,535777.3816586238,3710626.7603173293
R2,2,22,6,Conservative,535532.7759188461,3710299.765190564
R2,2,22,7,Conservative,535171.4194398932,3710123.340260481
R2,2,22,8,Aggressive,535100.854918297,3710046.953084643
R2,2,22,9,Optimal,534894.4779261859,3710108.3757835026
R2,2,22,10,Conservative,534939.2660173986,3710260.37469617
R2,2,22,11,Conservative,535064.1955407772,3710192.3119553905
R2,2,23,1,Conservative,535463.7845020539,3710566.811140281
R2,2,23,2,Conservative,535488.5850172968,3710757.2271214123
R2,2,23,3,Conservative,535268.6547631319,3710267.4965205276
R2,2,23,4,Conservative,535652.0119581163,3710622.4888447416
R2,2,23,5,Conservative,535778.7874246367,3710629.726146447
R2,2,23,6,Conservative,535529.946972095,3710298.4859232344
R2,2,23,7,Conservative,535170.7079312785,3710124.18354838
R2,2,23,8,Aggressive,535100.8502942338,3710048.2218968063
R2,2,23,9,Optimal,534893.0564881564,3710109.639462468
R2,2,23,10,Conservative,534939.2706205101,3710259.1058837143
R2,2,23,11,Conservative,535063.4917455943,3710191.04056383
R2,2,24,1,Conservative,535462.3568250055,3710569.766487252
R2,2,24,2,Conservative,535489.2933905537,3710757.2297321847
R2,2,24,3,Conservative,535267.9463539844,3710267.4939262895
R2,2,24,4,Conservative,535652.0166557122,3710621.220031179
R2,2,24,5,Conservative,535778.083756037,3710628.454700802
R2,2,24,6,Conservative,535529.2448062638,3710296.7915592375
R2,2,24,7,Conservative,535184.8346065549,3710135.6546095535
R2,2,24,8,Optimal,535100.8502942338,3710048.2218968063
R2,2,24,9,Aggressive,534895.9024293596,3710106.2662299825
R2,2,24,10,Conservative,534939.2690861396,3710259.5288212
R2,2,24,11,Conservative,535062.7787116743,3710192.3067971347
R2,2,25,1,Conservative,535463.0683271148,3710568.9232204133
R2,2,25,2,Conservative,535486.455221526,3710758.4881031173
R2,2,25,3,Conservative,535269.3631722784,3710267.4991148193
R2,2,25,4,Conservative,535649.8899398482,3710621.6351012117
R2,2,25,5,Conservative,535778.080613225,3710629.3005765723
R2,2,25,6,Conservative,535528.5332785734,3710297.634821071
R2,2,25,7,Conservative,535186.2498989907,3710136.0827231556
R2,2,25,8,Aggressive,535099.4380677653,3710046.9479211727
R2,2,25,9,Optimal,534893.7695055635,3710108.3732168837
R2,2,25,10,Conservative,534939.9790300729,3710259.108453772
R2,2,25,11,Conservative,535062.7771719153,3710192.7297346042
R2,2,26,1,Conservative,535463.0652120376,3710569.7690959796
R2,2,26,2,Conservative,535487.8704091236,3710758.916262308
R2,2,26,3,Conservative,535268.6532142921,3710267.919458086
R2,2,26,4,Conservative,535652.0166557122,3710621.220031179
R2,2,26,5,Optimal,535778.7905675113,3710628.880270676
R2,2,26,6,Conservative,535531.3622257602,3710298.9140879787
R2,2,26,7,Conservative,535172.8285564971,3710125.4601218826
R2,2,26,8,Optimal,535100.8502942338,3710048.2218968063
R2,2,26,9,Conservative,534895.8825083356,3710111.764415973
R2,2,26,10,Conservative,534940.6782330382,3710261.6486487985
R2,2,26,11,Conservative,535064.8962560665,3710194.4292219477
R2,2,27,1,Conservative,535464.4928893043,3710566.8137491113
R2,2,27,2,Conservative,535492.1175300921,3710759.7778032287
R2,2,27,3,Conservative,535267.2410423919,3710266.6454569884
R2,2,27,4,Conservative,535651.3067065135,3710621.640346374
R2,2,27,5,Conservative,535780.2026187725,3710630.15434847
R2,2,27,6,Conservative,535530.6538187613,3710298.9114743965
R2,2,27,7,Conservative,535170.706386816,3710124.60648583
R2,2,27,8,Aggressive,535098.73118376,3710046.52240213
R2,2,27,9,Optimal,534892.3480676278,3710109.636895954
R2,2,27,10,Conservative,534939.974426868,3710260.377266228
R2,2,27,11,Conservative,535062.7817911917,3710191.4609221974
R2,2,28,1,Conservative,535461.6422080663,3710571.455629712
R2,2,28,2,Conservative,535487.8688503943,3710759.3392002136
R2,2,28,3,Conservative,535268.6547631319,3710267.4965205276
R2,2,28,4,Conservative,535651.3067065135,3710621.640346374
R2,2,28,5,Conservative,535778.080613225,3710629.3005765723
R2,2,28,6,Conservative,535531.3544237913,3710301.028776137
R2,2,28,7,Conservative,535170.7079312785,3710124.18354838
R2,2,28,8,Aggressive,535099.4396090572,3710046.5249837865
R2,2,28,9,Optimal,534893.0580204186,3710109.216525085
R2,2,28,10,Conservative,534941.3943147344,3710259.5365315294
R2,2,28,11,Conservative,535062.7833309502,3710191.0379847283
R2,2,29,1,Conservative,535463.0605394208,3710571.0379093303
R2,2,29,2,Conservative,535487.8766440392,3710757.2245106916
R2,2,29,3,Conservative,535268.6547631319,3710267.4965205276
R2,2,29,4,Conservative,535651.3082723474,3710621.2174085206
R2,2,29,5,Conservative,535778.0821846311,3710628.8776386874
R2,2,29,6,Conservative,535530.6553791236,3710298.4885367663
R2,2,29,7,Conservative,535172.8285564971,3710125.4601218826
R2,2,29,8,Aggressive,535101.5633435639,3710046.955666456
R2,2,29,9,Optimal,534917.2501182811,3710080.1211383967
R2,113,2,7,Conservative,535169.2849144201,3710125.870124337
R2,113,2,8,Conservative,535100.8533769428,3710047.376022031
R2,113,2,9,Conservative,534890.9281622343,3710110.4776378474
R2,113,2,10,Conservative,534938.5530049108,3710261.640938624
R2,113,2,11,Conservative,535060.6750233237,3710186.3779356075
R2,113,3,1,Conservative,535464.5006773015,3710564.699060205
R2,113,3,2,Conservative,535489.2855965976,3710759.3444217066
R2,113,3,3,Conservative,535266.5217919577,3710269.603425755
R2,113,3,4,Conservative,535650.5904941644,3710623.75241304
R2,113,3,5,Conservative,535778.7811388854,3710631.417897992
R2,113,3,6,Conservative,535515.1312518446,3710281.936483867
R2,113,3,7,Conservative,535168.584216763,3710123.752850247
R2,113,3,8,Optimal,535102.2763930783,3710045.6894361596
R2,113,3,9,Optimal,534891.6442437,3710108.3655173415
R2,113,3,10,Conservative,534938.5560735906,3710260.7950636516
R2,113,3,11,Conservative,535060.6534680211,3710192.299060144
R2,113,4,1,Conservative,535462.3630550345,3710568.074736123
R2,113,4,2,Conservative,535483.6154947034,3710760.169412788
R2,113,4,3,Conservative,535266.5248894517,3710268.7575506405
R2,113,4,4,Conservative,535649.1815565154,3710621.6324787084
R2,113,4,5,Optimal,535779.4942359851,3710630.151716375
R2,113,4,6,Conservative,535529.9438514326,3710299.331798496
R2,113,4,7,Conservative,535173.5292530936,3710127.5773962927
R2,113,4,8,Optimal,535098.7296424992,3710046.9453395163
R2,113,4,9,Optimal,534892.3465353965,3710110.059833338
R2,113,4,10,Conservative,534939.9667548568,3710262.4919536617
R2,113,4,11,Conservative,535062.7756321561,3710193.1526720747
R2,113,5,1,Conservative,535461.6499954499,3710569.3409407944
R2,113,5,2,Conservative,535485.7297033599,3710763.137809513
R2,113,5,3,Conservative,535267.2379448372,3710267.491332102
R2,113,5,4,Conservative,535649.1831222561,3710621.2095408565
R2,113,5,5,Optimal,535780.2041902724,3710629.731410583
R2,113,5,6,Conservative,535551.1008231145,3710325.2094233246
